App,Category,Rating,Price,Reviews,Size,Installs,Type,Content Rating,Genres,Last Updated,Current Ver,Android Ver
Secure Folder,BUSINESS,3.8,0,14760,8.6M,"50,000,000+",Free,Everyone,Business,31-Jan-18,1.1.07.6,7.0 and up
Tiny Scanner - PDF Scanner App,BUSINESS,4.7,0,286897,39M,"10,000,000+",Free,Everyone,Business,30-May-17,1.2.6,3.0 and up
Fast Scanner : Free PDF Scan,BUSINESS,4.5,0,103755,14M,"10,000,000+",Free,Everyone,Business,11-Jul-18,3.9.2,4.1 and up
Mobile Doc Scanner (MDScan) Lite,BUSINESS,4.2,0,46505,19M,"1,000,000+",Free,Everyone,Business,2-Aug-18,3.4.49,4.1 and up
TurboScan: scan documents and receipts in PDF,BUSINESS,4.7,4.99,11442,6.8M,"100,000+",Paid,Everyone,Business,25-Mar-18,1.5.2,4.0 and up
Tiny Scanner Pro: PDF Doc Scan,BUSINESS,4.8,4.99,10295,39M,"100,000+",Paid,Everyone,Business,11-Apr-17,3.4.6,3.0 and up
Zenefits,BUSINESS,4.2,0,296,14M,"50,000+",Free,Everyone,Business,15-Jun-18,3.2.1,4.1 and up
Google Ads,BUSINESS,4.3,0,29313,20M,"5,000,000+",Free,Everyone,Business,30-Jul-18,1.12.0,4.0.3 and up
FreshBooks Classic,BUSINESS,4.1,0,1802,26M,"100,000+",Free,Everyone,Business,18-Apr-18,1.7.14,4.2 and up
Insightly CRM,BUSINESS,3.8,0,1383,51M,"100,000+",Free,Everyone,Business,12-Jul-18,3.24.1,5.0 and up
QuickBooks Accounting: Invoicing & Expenses,BUSINESS,4.3,0,23175,41M,"1,000,000+",Free,Everyone,Business,13-Jul-18,18.7,4.1 and up
HipChat - Chat Built for Teams,BUSINESS,3.8,0,5868,20M,"500,000+",Free,Everyone,Business,3-Jul-18,3.19.005,4.1 and up
"MailChimp - Email, Marketing Automation",BUSINESS,4.1,0,5448,12M,"500,000+",Free,Everyone,Business,25-Jul-18,4.9.1,5.0 and up
Crew - Free Messaging and Scheduling,BUSINESS,4.6,0,4159,48M,"500,000+",Free,Everyone,Business,20-Jul-18,6.1.2,4.0.3 and up
Asana: organize team projects,BUSINESS,4.3,0,20815,10M,"1,000,000+",Free,Everyone,Business,26-Jul-18,6.4.4,5.0 and up
Google Analytics,BUSINESS,4.5,0,78662,22M,"1,000,000+",Free,Everyone,Business,13-Feb-18,3.7.5,4.4 and up
AdWords Express,BUSINESS,4.1,0,7149,11M,"1,000,000+",Free,Everyone,Business,31-Jul-18,2.6.158,4.0 and up
Accounting App - Zoho Books,BUSINESS,4.5,0,3079,8.5M,"100,000+",Free,Everyone,Business,2-Aug-18,5.20.7,4.1 and up
Invoice & Time Tracking - Zoho,BUSINESS,4.6,0,5800,8.6M,"100,000+",Free,Everyone,Business,2-Aug-18,5.20.7,4.1 and up
Invoice 2go ??Professional Invoices and Estimates,BUSINESS,4.2,0,16422,28M,"1,000,000+",Free,Everyone,Business,1-Aug-18,10.46.2,4.1 and up
Cisco Webex Meetings,BUSINESS,4.4,0,108741,28M,"10,000,000+",Free,Everyone,Business,20-Jul-18,11.1.0,4.3 and up
ZOOM Cloud Meetings,BUSINESS,4.4,0,31614,37M,"10,000,000+",Free,Everyone,Business,20-Jul-18,4.1.28165.0716,4.0 and up
ScreenMeet. Easy Phone Meeting,BUSINESS,4,0,624,9.0M,"100,000+",Free,Everyone,Business,22-Mar-18,1.2.287,5.0 and up
Cisco Webex Teams,BUSINESS,4.2,0,1661,46M,"100,000+",Free,Everyone,Business,2-Aug-18,3.0.4651,4.4 and up
Start Meeting,BUSINESS,4.1,0,308,14M,"50,000+",Free,Everyone,Business,29-May-18,3.1.4.0,4.0.3 and up
ClickMeeting Webinars,BUSINESS,3.8,0,5211,26M,"1,000,000+",Free,Everyone,Business,30-Jul-18,3.3.0,4.0 and up
BlueJeans for Android,BUSINESS,3.9,0,1058,23M,"500,000+",Free,Everyone,Business,29-Jun-18,2.22.397,5.0 and up
Zenefits,BUSINESS,4.2,0,296,14M,"50,000+",Free,Everyone,Business,15-Jun-18,3.2.1,4.1 and up
Google Ads,BUSINESS,4.3,0,29313,20M,"5,000,000+",Free,Everyone,Business,30-Jul-18,1.12.0,4.0.3 and up
FreshBooks Classic,BUSINESS,4.1,0,1802,26M,"100,000+",Free,Everyone,Business,18-Apr-18,1.7.14,4.2 and up
Insightly CRM,BUSINESS,3.8,0,1383,51M,"100,000+",Free,Everyone,Business,12-Jul-18,3.24.1,5.0 and up
QuickBooks Accounting: Invoicing & Expenses,BUSINESS,4.3,0,23175,41M,"1,000,000+",Free,Everyone,Business,13-Jul-18,18.7,4.1 and up
HipChat - Chat Built for Teams,BUSINESS,3.8,0,5868,20M,"500,000+",Free,Everyone,Business,3-Jul-18,3.19.005,4.1 and up
"MailChimp - Email, Marketing Automation",BUSINESS,4.1,0,5448,12M,"500,000+",Free,Everyone,Business,25-Jul-18,4.9.1,5.0 and up
Crew - Free Messaging and Scheduling,BUSINESS,4.6,0,4159,48M,"500,000+",Free,Everyone,Business,20-Jul-18,6.1.2,4.0.3 and up
Asana: organize team projects,BUSINESS,4.3,0,20815,10M,"1,000,000+",Free,Everyone,Business,26-Jul-18,6.4.4,5.0 and up
Google Analytics,BUSINESS,4.5,0,78662,22M,"1,000,000+",Free,Everyone,Business,13-Feb-18,3.7.5,4.4 and up
AdWords Express,BUSINESS,4.1,0,7149,11M,"1,000,000+",Free,Everyone,Business,31-Jul-18,2.6.158,4.0 and up
Accounting App - Zoho Books,BUSINESS,4.5,0,3079,8.5M,"100,000+",Free,Everyone,Business,2-Aug-18,5.20.7,4.1 and up
Invoice & Time Tracking - Zoho,BUSINESS,4.6,0,5800,8.6M,"100,000+",Free,Everyone,Business,2-Aug-18,5.20.7,4.1 and up
Invoice 2go ??Professional Invoices and Estimates,BUSINESS,4.2,0,16422,28M,"1,000,000+",Free,Everyone,Business,1-Aug-18,10.46.2,4.1 and up
Tiny Scanner - PDF Scanner App,BUSINESS,4.7,0,286897,39M,"10,000,000+",Free,Everyone,Business,30-May-17,1.2.6,3.0 and up
Fast Scanner : Free PDF Scan,BUSINESS,4.5,0,103755,14M,"10,000,000+",Free,Everyone,Business,11-Jul-18,3.9.2,4.1 and up
Mobile Doc Scanner (MDScan) Lite,BUSINESS,4.2,0,46505,19M,"1,000,000+",Free,Everyone,Business,2-Aug-18,3.4.49,4.1 and up
TurboScan: scan documents and receipts in PDF,BUSINESS,4.7,4.99,11442,6.8M,"100,000+",Paid,Everyone,Business,25-Mar-18,1.5.2,4.0 and up
Tiny Scanner Pro: PDF Doc Scan,BUSINESS,4.8,4.99,10295,39M,"100,000+",Paid,Everyone,Business,11-Apr-17,3.4.6,3.0 and up
OfficeSuite : Free Office + PDF Editor,BUSINESS,4.3,0,1002859,35M,"100,000,000+",Free,Everyone,Business,2-Aug-18,9.7.14188,4.1 and up
Verify - Receipts & Expenses,BUSINESS,4.5,0,413,29M,"10,000+",Free,Everyone,Business,25-Jul-18,2.0.19,5.0 and up
QuickBooks Accounting: Invoicing & Expenses,BUSINESS,4.3,0,23175,41M,"1,000,000+",Free,Everyone,Business,13-Jul-18,18.7,4.1 and up
Manga Master - Best manga & comic reader,COMICS,4.6,0,24005,4.9M,"500,000+",Free,Adults only 18+,Comics,4-Jul-18,1.1.7.0,4.1 and up
GANMA! - All original stories free of charge for all original comics,COMICS,4.7,0,57106,27M,"1,000,000+",Free,Teen,Comics,23-Jul-18,2.11.3,4.1 and up
Röhrich Werner Soundboard,COMICS,4.7,0,2249,32M,"500,000+",Free,Everyone,Comics,16-Nov-17,1.08,4.0.3 and up
Unicorn Pokez - Color By Number,COMICS,4.8,0,516,12M,"50,000+",Free,Everyone,Comics;Creativity,3-Aug-18,1.0.6,4.4 and up
MangaToon - Comics updated Daily,COMICS,3.9,0,834,15M,"50,000+",Free,Mature 17+,Comics,1-Aug-18,1.0.8,4.1 and up
Manga Net ??Best Online Manga Reader,COMICS,4.1,0,1010,11M,"50,000+",Free,Mature 17+,Comics,7-Jul-18,1.5,4.1 and up
Manga Rock - Best Manga Reader,COMICS,4.4,0,238970,28M,"1,000,000+",Free,Teen,Comics,9-Jul-18,3.4.3_world,5.0 and up
Manga - read Thai translation,COMICS,4.6,0,302,2.2M,"10,000+",Free,Teen,Comics,3-Jul-18,1,4.0 and up
The Vietnam Story - Fun Stories,COMICS,4.5,0,438,3.4M,"10,000+",Free,Everyone,Comics,27-Dec-17,1,2.3 and up
Dragon Ball Wallpaper - Ringtones,COMICS,4.7,0,73,8.3M,"10,000+",Free,Everyone,Comics,23-Jul-18,1.9,4.0.3 and up
Funny Jokes Photos,COMICS,4.4,0,39,4.3M,"10,000+",Free,Everyone 10+,Comics,3-Jul-18,1.1,4.2 and up
Truyện Vui Tý Quậy,COMICS,4.5,0,144,4.7M,"10,000+",Free,Everyone,Comics,19-Jul-18,3,4.0.3 and up
comico Popular Original Cartoon Updated Everyday Comico,COMICS,3.2,0,93965,15M,"5,000,000+",Free,Teen,Comics,3-Jul-18,6.3.0,4.0.3 and up
Daily Manga - Comic & Webtoon,COMICS,3.2,0,1446,7.1M,"100,000+",Free,Mature 17+,Comics,18-May-18,1,4.0.3 and up
"漫�? Comics - Manga,Novel and Stories",COMICS,4.1,0,12088,21M,"1,000,000+",Free,Mature 17+,Comics,6-Jul-18,2.3.1,4.0.3 and up
Emmanuella Funny Videos 2018,COMICS,4.5,0,314,6.1M,"100,000+",Free,Everyone,Comics,23-May-18,3.1.0,4.1 and up
Manga Zero - Japanese cartoon and comic reader,COMICS,4.2,0,15194,15M,"1,000,000+",Free,Teen,Comics,19-Jul-18,4.7.3,4.2 and up
Marvel Unlimited,COMICS,3.7,0,22551,11M,"1,000,000+",Free,Teen,Comics,24-Jul-18,3.16.0,4.4 and up
"Tapas ??Comics, Novels, and Stories",COMICS,4.5,0,29839,29M,"1,000,000+",Free,Teen,Comics,31-Jul-18,4.1.0,4.4 and up
Children's cartoons (Mithu-Mina-Raju),COMICS,4.6,0,279,3.3M,"100,000+",Free,Everyone,Comics,18-Dec-17,1.6,4.0 and up
Faustop Sounds,COMICS,4.7,0,1677,40M,"100,000+",Free,Everyone,Comics,26-May-18,1.7.7,4.1 and up
Manga Mania - Best online manga reader,COMICS,4.4,0,757,10M,"10,000+",Free,Teen,Comics,24-May-18,1,4.1 and up
#NAME?,COMICS,3.5,0,115,9.1M,"10,000+",Free,Mature 17+,Comics,13-Jul-18,5.0.12,5.0 and up
Manga AZ - Manga Comic Reader,COMICS,3.3,0,125,4.7M,"5,000+",Free,Teen,Comics,24-Jul-18,1.0.4,4.0.3 and up
Buff Thun - Daily Free Webtoon / Comics / Web Fiction / Mini Game,COMICS,4.5,0,9952,38M,"500,000+",Free,Everyone 10+,Comics,31-Jul-18,4.3.0,4.1 and up
Funny Jokes and Stories 2018,COMICS,4.2,0,21,6.7M,"5,000+",Free,Everyone,Comics,31-Mar-18,1.3,4.0 and up
Hojiboy Tojiboyev Life Hacks,COMICS,5,0,15,37M,"1,000+",Free,Everyone,Comics,26-Jun-18,2,4.0.3 and up
"Best Wallpapers Backgrounds(100,000+ 4K HD)",COMICS,4.7,0,3596,7.8M,"10,000+",Free,Teen,Comics,16-Jun-18,1.01,4.0.3 and up
think Comics,COMICS,4.4,0,1006,19M,"50,000+",Free,Everyone,Comics,3-Aug-18,2.3.3,4.0.3 and up
Memes Button,COMICS,4.4,0,5968,5.7M,"1,000,000+",Free,Everyone,Comics,28-May-18,1.4,4.0 and up
"Laftel - Watching and Announcing Snooping, Streaming",COMICS,4.6,0,4895,35M,"100,000+",Free,Everyone,Comics,2-Aug-18,2.4.25,4.4 and up
Messenger for SMS,COMMUNICATION,4.3,0,125257,17M,"10,000,000+",Free,Teen,Communication,6-Jun-18,1.8.9,4.1 and up
My Tele2,COMMUNICATION,4.3,0,158679,8.8M,"5,000,000+",Free,Everyone,Communication,3-Aug-18,2.4.1,4.4 and up
Yahoo Mail ??Stay Organized,COMMUNICATION,4.3,0,4187998,16M,"100,000,000+",Free,Everyone,Communication,18-Jul-18,5.29.3,4.4 and up
imo beta free calls and text,COMMUNICATION,4.3,0,659395,11M,"100,000,000+",Free,Everyone,Communication,7-Jun-18,9.8.000000010492,4.0 and up
imo free video calls and chat,COMMUNICATION,4.3,0,4785892,11M,"500,000,000+",Free,Everyone,Communication,8-Jun-18,9.8.000000010501,4.0 and up
Call Free ??Free Call,COMMUNICATION,4.3,0,30209,15M,"5,000,000+",Free,Everyone,Communication,28-Jul-18,1.3.4,4.1 and up
Web Browser & Explorer,COMMUNICATION,4,0,36901,6.6M,"5,000,000+",Free,Everyone,Communication,4-Jul-18,11.8.6,4.0.3 - 7.1.1
Browser 4G,COMMUNICATION,4.3,0,192948,6.6M,"10,000,000+",Free,Everyone,Communication,19-Jun-18,24.6.6,4.0.3 - 7.1.1
Cricket Visual Voicemail,COMMUNICATION,3.9,0,13698,5.1M,"10,000,000+",Free,Everyone,Communication,2-Jul-18,3.2.0.100171,4.1 and up
TracFone My Account,COMMUNICATION,3.6,0,20769,18M,"1,000,000+",Free,Everyone,Communication,11-Jul-18,R6.0.3,4.1 and up
Firefox Focus: The privacy browser,COMMUNICATION,4.4,0,36880,4.0M,"1,000,000+",Free,Everyone,Communication,6-Jul-18,5.2,5.0 and up
TouchPal Keyboard - Fun Emoji & Android Keyboard,COMMUNICATION,4.4,0,615381,37M,"10,000,000+",Free,Mature 17+,Communication,2-Aug-18,6.7.9.1,4.0.3 and up
Skype Lite - Free Video Call & Chat,COMMUNICATION,4.2,0,33053,22M,"5,000,000+",Free,Everyone,Communication,31-Jul-18,1.60.0.31354-release,4.0.3 and up
UC Browser Mini -Tiny Fast Private & Secure,COMMUNICATION,4.4,0,3648120,3.3M,"100,000,000+",Free,Teen,Communication,18-Jul-18,11.4.0,4.0 and up
WhatsApp Business,COMMUNICATION,4.4,0,136662,32M,"10,000,000+",Free,Everyone,Communication,30-Jul-18,2.18.116,4.0.3 and up
My magenta,COMMUNICATION,3.9,0,42370,37M,"1,000,000+",Free,Everyone,Communication,25-Jun-18,7.5.1,5.0 and up
Antillean Gold Telegram (original version),COMMUNICATION,4.4,0,2939,17M,"100,000+",Free,Everyone,Communication,16-Jul-18,2.1,4.1 and up
Omlet Chat,COMMUNICATION,3.9,0,40751,35M,"10,000,000+",Free,Teen,Communication,4-Nov-16,2.2.7600,4.0.3 and up
UC Browser - Fast Download Private & Secure,COMMUNICATION,4.5,0,17712922,40M,"500,000,000+",Free,Teen,Communication,2-Aug-18,12.8.5.1121,4.0 and up
My Vodacom SA,COMMUNICATION,3.7,0,25021,61M,"5,000,000+",Free,Everyone,Communication,26-Jun-18,9.9.0,4.3 and up
Microsoft Edge,COMMUNICATION,4.3,0,27187,66M,"5,000,000+",Free,Everyone,Communication,28-Jul-18,42.0.0.2059,4.4 and up
imo free video calls and chat,COMMUNICATION,4.3,0,4785988,11M,"500,000,000+",Free,Everyone,Communication,8-Jun-18,9.8.000000010501,4.0 and up
Hangouts Dialer - Call Phones,COMMUNICATION,4,0,122498,79k,"10,000,000+",Free,Everyone,Communication,2-Sep-15,0.1.100944346,4.0.3 and up
"Talkatone: Free Texts, Calls & Phone Number",COMMUNICATION,4.1,0,132014,25M,"10,000,000+",Free,Everyone,Communication,18-Jul-18,6.1,4.2 and up
Calls & Text by Mo+,COMMUNICATION,4.2,0,83239,14M,"5,000,000+",Free,Everyone,Communication,19-Apr-18,3.0.4,4.0 and up
"GO SMS Pro - Messenger, Free Themes, Emoji",COMMUNICATION,4.4,0,2876500,24M,"100,000,000+",Free,Everyone,Communication,1-Aug-18,7.73,4.0 and up
"Messaging+ SMS, MMS Free",COMMUNICATION,4.1,0,28238,17M,"1,000,000+",Free,Everyone,Communication,2-Aug-18,4.98,2.3 and up
chomp SMS,COMMUNICATION,4.3,0,335646,8.3M,"10,000,000+",Free,Everyone,Communication,26-Jul-18,7.21,2.3 and up
Text SMS,COMMUNICATION,4.5,0,349384,8.2M,"10,000,000+",Free,Everyone,Communication,24-Jul-18,3.47,4.0.3 and up
mysms SMS Text Messaging Sync,COMMUNICATION,4.3,0,37320,8.4M,"1,000,000+",Free,Everyone,Communication,30-Jul-18,6.5.1,4.0.3 and up
Firefox Focus: The privacy browser,COMMUNICATION,4.4,0,36893,4.0M,"1,000,000+",Free,Everyone,Communication,6-Jul-18,5.2,5.0 and up
2ndLine - Second Phone Number,COMMUNICATION,4.2,0,15880,32M,"1,000,000+",Free,Everyone,Communication,3-Aug-18,5.65.0,4.0 and up
"CM Browser - Ad Blocker , Fast Download , Privacy",COMMUNICATION,4.6,0,2264916,6.1M,"50,000,000+",Free,Everyone,Communication,31-Jul-18,5.22.18.0006,4.0 and up
Ninesky Browser,COMMUNICATION,4.2,0,42925,2.8M,"1,000,000+",Free,Everyone,Communication,27-Aug-17,6.1,2.3 and up
UC Browser Mini -Tiny Fast Private & Secure,COMMUNICATION,4.4,0,3648480,3.3M,"100,000,000+",Free,Teen,Communication,18-Jul-18,11.4.0,4.0 and up
UC Browser - Fast Download Private & Secure,COMMUNICATION,4.5,0,17714850,40M,"500,000,000+",Free,Teen,Communication,2-Aug-18,12.8.5.1121,4.0 and up
Ghostery Privacy Browser,COMMUNICATION,4.1,0,13100,2.2M,"1,000,000+",Free,Everyone,Communication,20-Mar-18,1.4.1.0,4.0.3 and up
Web Browser for Android,COMMUNICATION,4.1,0,55098,4.3M,"1,000,000+",Free,Everyone,Communication,20-Jun-18,2.2,4.0 and up
DU Browser?�Browse fast & fun,COMMUNICATION,4.3,0,1133501,4.7M,"10,000,000+",Free,Everyone,Communication,1-Apr-16,6.4.0.4,4.0 and up
Lightning Web Browser,COMMUNICATION,4.1,0,12578,2.3M,"500,000+",Free,Everyone,Communication,10-Jul-17,4.5.1,4.0 and up
Web Browser,COMMUNICATION,4.2,0,10965,2.3M,"500,000+",Free,Everyone,Communication,2-Feb-15,2,3.0 and up
Contacts+,COMMUNICATION,4.2,0,190613,11M,"10,000,000+",Free,Everyone,Communication,31-Jul-18,5.85.1,4.0.3 and up
ExDialer - Dialer & Contacts,COMMUNICATION,4.2,0,125232,2.7M,"10,000,000+",Free,Everyone,Communication,5-Mar-17,196,2.1 and up
Calls & Text by Mo+,COMMUNICATION,4.2,0,83239,14M,"5,000,000+",Free,Everyone,Communication,19-Apr-18,3.0.4,4.0 and up
PHONE for Google Voice & GTalk,COMMUNICATION,4.3,0,72065,13M,"1,000,000+",Free,Everyone,Communication,18-Apr-18,3.0.7,4.0 and up
Safest Call Blocker,COMMUNICATION,4.4,0,27540,3.7M,"1,000,000+",Free,Everyone,Communication,5-Jan-18,1.26.001,4.0 and up
Full Screen Caller ID,COMMUNICATION,4.2,0,104990,10M,"5,000,000+",Free,Everyone,Communication,15-May-18,3.5.0,4.0.3 and up
Hiya - Caller ID & Block,COMMUNICATION,4.4,0,177703,13M,"10,000,000+",Free,Mature 17+,Communication,25-Jul-18,8.1.2-6310,5.0 and up
Call Blocker,COMMUNICATION,4.1,0,17529,10M,"1,000,000+",Free,Everyone,Communication,26-Jul-18,5.86,4.0.3 and up
Mr. Number-Block calls & spam,COMMUNICATION,4.2,0,177263,13M,"10,000,000+",Free,Mature 17+,Communication,13-Jul-18,5.1.2-6310,5.0 and up
Should I Answer?,COMMUNICATION,4.8,0,237468,8.8M,"1,000,000+",Free,Everyone,Communication,26-Jul-18,2018.1.715,4.0 and up
RocketDial Dialer & Contacts,COMMUNICATION,4.4,0,32254,5.5M,"1,000,000+",Free,Everyone,Communication,4-Dec-17,3.9.7,2.1 and up
"CallApp: Caller ID, Blocker & Phone Call Recorder",COMMUNICATION,4.4,0,483565,20M,"10,000,000+",Free,Everyone,Communication,29-Jul-18,1.286,4.1 and up
Whoscall - Caller ID & Block,COMMUNICATION,4.4,0,552441,29M,"10,000,000+",Free,Everyone,Communication,1-Aug-18,6.19.1,4.1 and up
Call Control - Call Blocker,COMMUNICATION,4.4,0,93825,11M,"5,000,000+",Free,Everyone,Communication,5-Jul-18,2.17.3,4.1 and up
Video Caller Id,COMMUNICATION,4.2,0,15287,17M,"1,000,000+",Free,Everyone,Communication,24-Jan-18,2.2.245,4.0.3 and up
Sync.ME ??Caller ID & Block,COMMUNICATION,4.5,0,205739,17M,"5,000,000+",Free,Everyone,Communication,26-Jul-18,4.5.4,4.1 and up
Caller ID +,COMMUNICATION,4,0,9498,118k,"1,000,000+",Free,Everyone,Communication,7-Jun-16,5.28.0,2.3 and up
Yahoo Mail ??Stay Organized,COMMUNICATION,4.3,0,4188142,16M,"100,000,000+",Free,Everyone,Communication,18-Jul-18,5.29.3,4.4 and up
K-9 Mail,COMMUNICATION,4.2,0,88427,5.1M,"5,000,000+",Free,Everyone,Communication,6-Jan-18,5.403,4.0.3 and up
Email TypeApp - Mail App,COMMUNICATION,4.6,0,183374,44M,"1,000,000+",Free,Everyone,Communication,1-Aug-18,1.9.4.74,4.1 and up
All Email Providers,COMMUNICATION,4.1,0,20901,7.3M,"1,000,000+",Free,Everyone,Communication,3-Apr-18,5.0.9,4.1 and up
"Newton Mail - Email App for Gmail, Outlook, IMAP",COMMUNICATION,4,0,122595,30M,"1,000,000+",Free,Everyone,Communication,19-Jul-18,9.8.376,5.0 and up
GO Notifier,COMMUNICATION,4.2,0,124346,695k,"10,000,000+",Free,Everyone,Communication,6-Jul-14,2.8,2.0 and up
Mail1Click - Secure Mail,COMMUNICATION,4.1,0,255,1.6M,"10,000+",Free,Everyone,Communication,11-Apr-17,2.3,2.2 and up
Daum Mail - Next Mail,COMMUNICATION,4.3,0,41420,19M,"5,000,000+",Free,Everyone,Communication,21-Jun-18,3.2.0,4.0 and up
imo free video calls and chat,COMMUNICATION,4.3,0,4785988,11M,"500,000,000+",Free,Everyone,Communication,8-Jun-18,9.8.000000010501,4.0 and up
Vonage Mobile® Call Video Text,COMMUNICATION,4.1,0,29208,23M,"1,000,000+",Free,Everyone,Communication,28-Sep-16,2.9.8,2.3.3 and up
JusTalk - Free Video Calls and Fun Video Chat,COMMUNICATION,4.6,0,191032,26M,"5,000,000+",Free,Everyone,Communication,4-Aug-18,7.2.29,4.0.3 and up
Calculator,DATING,2.6,6.99,57,6.2M,"1,000+",Paid,Everyone,Dating,25-Oct-17,1.1.6,4.0 and up
AMBW Dating App: Asian Men Black Women Interracial,DATING,3.5,7.99,2,17M,100+,Paid,Mature 17+,Dating,21-Jan-17,1.0.1,4.0 and up
OkCupid Dating,DATING,4.1,0,285726,15M,"10,000,000+",Free,Mature 17+,Dating,30-Jul-18,11.10.1,4.1 and up
"Hily: Dating, Chat, Match, Meet & Hook up",DATING,4.1,0,2556,56M,"100,000+",Free,Mature 17+,Dating,1-Aug-18,2.5.2,4.1 and up
Hinge: Dating & Relationships,DATING,4.2,0,7779,12M,"500,000+",Free,Mature 17+,Dating,3-Aug-18,6.1.3,5.0 and up
Casual Dating & Adult Singles - Joyride,DATING,4.5,0,61637,11M,"5,000,000+",Free,Mature 17+,Dating,31-Jul-18,4.17.2,4.1 and up
BBW Dating & Plus Size Chat,DATING,4.4,0,12632,29M,"1,000,000+",Free,Mature 17+,Dating,27-Jul-18,3.5.0.1,4.1 and up
CMB Free Dating App,DATING,4,0,48845,40M,"1,000,000+",Free,Mature 17+,Dating,1-Aug-18,4.19.0.2320,4.4 and up
eharmony - Online Dating App,DATING,3.1,0,31320,53M,"5,000,000+",Free,Mature 17+,Dating,30-Jul-18,6.6.5,4.1 and up
Free Dating App & Flirt Chat - Match with Singles,DATING,4.4,0,172460,3.1M,"5,000,000+",Free,Mature 17+,Dating,4-Aug-18,1.639,4.0 and up
"Chispa, the Dating App for Latino, Latina Singles",DATING,4.2,0,4195,24M,"100,000+",Free,Mature 17+,Dating,25-Jul-18,1.6.1,4.4 and up
Clover Dating App,DATING,4.1,0,11633,23M,"500,000+",Free,Mature 17+,Dating,24-Jul-18,2.5.1,4.1 and up
Black People Meet Singles Date,DATING,3.9,0,10212,5.0M,"1,000,000+",Free,Mature 17+,Dating,25-Jul-18,1.9.7,4.4 and up
Mingle2 - Free Online Dating & Singles Chat Rooms,DATING,4.3,0,37053,44M,"1,000,000+",Free,Mature 17+,Dating,3-Aug-18,4.4B,4.1 and up
Free Dating App & Flirt Chat - Cheers,DATING,4.4,0,667,27M,"10,000+",Free,Mature 17+,Dating,3-Aug-18,1.308.us,4.1 and up
stranger chat - anonymous chat,DATING,3.5,0,13202,6.1M,"1,000,000+",Free,Mature 17+,Dating,7-Jul-18,2.4.1,4.1 and up
Free Dating Hook Up Messenger,DATING,3.3,0,1157,21M,"100,000+",Free,Mature 17+,Dating,27-Jan-17,5.0.1,4.2 and up
Find Real Love ??YouLove Premium Dating,DATING,4.5,0,212626,11M,"10,000,000+",Free,Mature 17+,Dating,31-Jul-18,4.17.2,4.1 and up
Once - Quality Matches Every day,DATING,4.4,0,222888,21M,"1,000,000+",Free,Mature 17+,Dating,17-Jul-18,2.45,4.1 and up
BLK - Swipe. Match. Chat.,DATING,4.1,0,2067,24M,"100,000+",Free,Mature 17+,Dating,25-Jul-18,1.6.1,4.4 and up
Cougar Dating Life : Date Older Women Sugar Mummy,DATING,3.9,0,1643,31M,"500,000+",Free,Mature 17+,Dating,3-Jul-18,4.5.5,4.1 and up
Howlr,DATING,3.9,0,105,27M,"5,000+",Free,Mature 17+,Dating,19-Jun-18,1.0.4,4.4 and up
Stranger Chat & Date,DATING,3.6,0,3414,6.2M,"500,000+",Free,Mature 17+,Dating,6-Jun-18,1.2.1,4.1 and up
RandoChat - Chat roulette,DATING,3.6,0,11806,12M,"1,000,000+",Free,Mature 17+,Dating,26-Jun-18,4.0.18,4.0.3 and up
BeWild Free Dating & Chat App,DATING,3.4,0,1999,8.0M,"100,000+",Free,Mature 17+,Dating,3-Feb-17,1.6.5,4.2 and up
"FastMeet: Chat, Dating, Love",DATING,4.2,0,22544,5.9M,"1,000,000+",Free,Mature 17+,Dating,27-Jul-18,1.31.4,4.0.3 and up
"Free Dating App - YoCutie - Flirt, Chat & Meet",DATING,4.1,0,97684,7.9M,"1,000,000+",Free,Mature 17+,Dating,10-Jul-18,1.23,4.0.3 and up
OurTime Dating for Singles 50+,DATING,3.4,0,2519,5.0M,"100,000+",Free,Mature 17+,Dating,25-Jul-18,1.9.7,4.4 and up
FarmersOnly Dating,DATING,3,0,1146,1.4M,"100,000+",Free,Mature 17+,Dating,25-Feb-16,2.2,4.0 and up
Dating for 50 plus Mature Singles ??FINALLY,DATING,4.6,0,13046,13M,"500,000+",Free,Mature 17+,Dating,31-Jul-18,4.17.2,4.1 and up
Sudy ??Meet Elite & Rich Single,DATING,4.1,0,17268,40M,"500,000+",Free,Mature 17+,Dating,25-Jun-18,4.1.2,4.0.3 and up
Christian Dating For Free App,DATING,3.9,0,8722,13M,"500,000+",Free,Mature 17+,Dating,20-Jun-18,15.8,4.1 and up
Just She - Top Lesbian Dating,DATING,1.9,0,953,19M,"100,000+",Free,Mature 17+,Dating,18-Jul-18,6.3.7,5.0 and up
Single Parent Meet #1 Dating,DATING,3.5,0,2593,5.0M,"500,000+",Free,Mature 17+,Dating,25-Jul-18,1.9.7,4.4 and up
EliteSingles ??Dating for Single Professionals,DATING,2.5,0,5377,19M,"500,000+",Free,Mature 17+,Dating,31-Jul-18,4.8.5,4.0.3 and up
Millionaire Match: Rich Singles Dating App,DATING,3.9,0,852,27M,"100,000+",Free,Mature 17+,Dating,30-Jul-18,6.4.6,4.1 and up
InterracialCupid - Interracial Dating App,DATING,3.4,0,212,3.0M,"50,000+",Free,Mature 17+,Dating,13-Jun-18,2.3.0.1781,5.0 and up
